Entity,Code,Year,"GDP per capita, PPP (constant 2021 international $)",Continent,yoy_growth,growth_3y,growth_5y,growth_10y,cagr_5y,ma_3y,ma_5y,ma_10y,trend_vs_ma3,trend_vs_ma5,trend_vs_ma10,ma5_slope,volatility_5y,cv_growth_5y,gdp_volatility_5y,risk_adjusted_performance,max_drawdown_5y,in_recession,in_recovery,economic_phase,crisis_year,years_since_recession,world_avg_gdp,continent_avg_gdp,gdp_vs_world,gdp_vs_continent,world_avg_growth,growth_vs_world,world_percentile,continent_percentile,income_classification
Middle-income countries,,1997,5361.644,,3.437,10.442,15.235,,2.877,5174.191,5025.868,4867.619,3.623,6.681,10.149,131.304,0.879,30.54,247.082,3.271,-11.37,False,False,growth,False,0,17646.345,,-69.616,,3.924,-0.487,36.275,,Lower Middle Income
Middle-income countries,,1998,5428.423,,1.245,9.06,14.234,,2.697,5324.512,5161.144,4929.931,1.952,5.179,10.112,138.525,1.124,41.581,244.831,2.403,-10.568,False,False,stable,False,0,17930.839,,-69.726,,2.035,-0.79,36.275,,Lower Middle Income
Middle-income countries,,1999,5546.435,,2.174,7.002,14.248,,2.7,5445.501,5299.486,4991.581,1.854,4.66,11.116,136.809,1.122,41.483,222.841,2.408,-10.258,False,False,stable,False,0,18258.355,,-69.622,,1.717,0.457,35.784,,Lower Middle Income
Middle-income countries,,2000,5758.746,,3.828,7.406,15.696,25.75,2.959,5577.868,5455.743,5109.502,3.243,5.554,12.707,147.299,1.217,41.062,214.342,2.433,-9.99,False,False,growth,False,0,18926.987,,-69.574,,3.219,0.609,36.408,,Lower Middle Income
Middle-income countries,,2001,5880.834,,2.12,8.334,13.454,28.422,2.557,5728.671,5595.216,5239.656,2.656,5.105,12.237,147.865,1.054,41.176,219.701,2.426,-8.829,False,False,stable,False,0,19190.346,,-69.355,,1.772,0.348,35.437,,Lower Middle Income
Middle-income countries,,2002,6061.93,,3.079,9.294,13.061,30.286,2.486,5900.503,5735.273,5380.571,2.736,5.696,12.663,139.765,0.99,39.782,254.097,2.511,-10.451,False,False,growth,False,0,19601.423,,-69.074,,1.932,1.148,34.783,,Lower Middle Income
Middle-income countries,,2003,6323.756,,4.319,9.811,16.493,33.075,3.1,6088.84,5914.34,5537.742,3.858,6.922,14.194,159.562,0.979,31.542,295.842,3.167,-12.292,False,False,growth,False,0,20061.665,,-68.478,,2.558,1.761,35.266,,Lower Middle Income
Middle-income countries,,2004,6712.169,,6.142,14.136,21.018,38.261,3.889,6365.952,6147.487,5723.487,5.439,9.186,17.274,206.107,1.504,38.59,380.618,2.59,-14.204,False,False,growth,False,0,20914.556,,-67.907,,4.326,1.816,35.266,,Lower Middle Income
Middle-income countries,,2005,7085.74,,5.566,16.889,23.043,42.357,4.234,6707.222,6412.886,5934.315,5.643,10.492,19.403,249.273,1.675,39.456,489.003,2.533,-17.005,False,False,growth,False,0,21513.315,,-67.063,,3.588,1.978,35.266,,Lower Middle Income
Middle-income countries,,2006,7542.766,,6.45,19.277,28.26,45.516,5.104,7113.558,6745.272,6170.244,6.034,11.823,22.244,298.893,1.398,27.35,591.11,3.654,-19.633,False,False,growth,False,0,22702.237,,-66.775,,4.234,2.216,35.577,,Lower Middle Income
Middle-income countries,,2007,8067.544,,6.957,20.193,33.085,50.468,5.883,7565.35,7146.395,6440.834,6.638,12.89,25.256,366.755,1.011,17.175,684.579,5.817,-21.615,False,False,growth,False,0,23408.29,,-65.536,,3.908,3.049,36.538,,Lower Middle Income
Middle-income countries,,2008,8397.266,,4.087,18.509,32.789,54.691,5.836,8002.525,7561.097,6737.718,4.933,11.059,24.631,407.912,1.102,18.873,689.682,5.294,-20.067,False,False,growth,False,0,23609.286,,-64.432,,2.303,1.784,36.19,,Lower Middle Income
Middle-income countries,,2009,8586.054,,2.248,13.832,27.918,54.803,5.048,8350.288,7935.874,7041.68,2.823,8.193,21.932,394.739,1.913,37.797,618.51,2.644,-17.474,False,False,stable,False,0,22804.125,,-62.349,,-1.433,3.681,36.493,,Lower Middle Income
Middle-income countries,,2010,9138.121,,6.43,13.27,28.965,58.682,5.219,8707.147,8346.35,7379.618,4.95,9.486,23.829,392.627,2.007,38.338,593.808,2.607,-17.458,False,False,growth,False,0,23393.014,,-60.937,,3.046,3.383,36.493,,Lower Middle Income
Middle-income countries,,2011,9574.117,,4.771,14.015,26.931,62.802,4.885,9099.431,8752.62,7748.946,5.217,9.386,23.554,408.373,1.89,38.574,601.419,2.591,-15.736,False,False,growth,False,0,23939.923,,-60.008,,2.571,2.201,35.849,,Lower Middle Income
Middle-income countries,,2012,9955.452,,3.983,15.949,23.401,64.229,4.295,9555.897,9130.202,8138.298,4.181,9.039,22.328,391.926,1.509,35.072,654.113,2.849,-15.652,False,False,growth,False,0,24092.886,,-58.679,,2.044,1.939,36.792,,Lower Middle Income
Middle-income countries,,2013,10362.601,,4.09,13.4,23.404,63.868,4.296,9964.057,9523.269,8542.183,4.0,8.813,21.311,385.324,1.509,35.066,692.921,2.85,-17.144,False,False,growth,False,0,24184.98,,-57.153,,1.543,2.546,38.028,,Upper Middle Income
Middle-income countries,,2014,10746.608,,3.706,12.246,25.164,60.106,4.591,10354.887,9955.38,8945.627,3.783,7.948,20.133,412.589,1.098,23.881,633.471,4.184,-14.967,False,False,growth,False,0,24398.764,,-55.954,,1.854,1.852,38.028,,Upper Middle Income
Middle-income countries,,2015,11118.37,,3.459,11.681,21.67,56.912,4.001,10742.526,10351.43,9348.89,3.499,7.409,18.927,414.08,0.495,12.381,613.494,8.06,-13.889,False,False,growth,False,0,24529.067,,-54.673,,1.521,1.938,38.028,,Upper Middle Income
Middle-income countries,,2016,11531.478,,3.716,11.28,20.444,52.881,3.79,11132.152,10742.902,9747.761,3.587,7.34,18.299,393.761,0.25,6.583,617.97,15.131,-13.667,False,False,growth,False,0,24834.897,,-53.567,,1.784,1.931,38.028,,Upper Middle Income
Middle-income countries,,2017,12001.685,,4.078,11.679,20.554,48.765,3.809,11550.511,11152.148,10141.175,3.906,7.618,18.346,400.359,0.27,7.1,643.155,14.033,-13.657,False,False,growth,False,0,25301.11,,-52.565,,2.099,1.979,39.437,,Upper Middle Income
Middle-income countries,,2018,12460.859,,3.826,12.075,20.248,48.392,3.757,11998.007,11571.8,10547.534,3.858,7.683,18.14,414.449,0.224,5.959,682.531,16.706,-13.757,False,False,growth,False,0,25773.885,,-51.653,,1.983,1.843,39.437,,Upper Middle Income
Middle-income countries,,2019,12821.293,,2.893,11.185,19.305,49.327,3.593,12427.946,11986.737,10971.058,3.165,6.962,16.865,417.294,0.451,12.54,686.08,7.957,-13.282,False,False,stable,False,0,26131.821,,-50.936,,1.808,1.085,39.437,,Upper Middle Income
Middle-income countries,,2020,12477.889,,-2.678,3.968,12.228,36.548,2.334,12586.68,12258.641,11305.035,-0.864,1.789,10.375,343.42,2.855,120.637,500.083,0.829,-10.06,False,False,stable,False,0,24296.883,,-48.644,,-5.789,3.111,41.315,,Upper Middle Income
Middle-income countries,,2021,13260.085,,6.269,6.414,14.99,38.499,2.833,12853.089,12604.362,11673.632,3.167,5.202,13.59,308.813,3.343,116.194,468.199,0.86,-9.49,False,True,recovery,False,0,25822.605,,-48.649,,4.844,1.425,41.784,,Upper Middle Income
Middle-income countries,,2022,13687.941,,3.227,6.759,14.05,37.492,2.664,13141.972,12941.613,12046.881,4.154,5.767,13.622,341.486,3.288,121.46,528.931,0.823,-8.965,False,False,growth,False,0,26398.355,,-48.149,,3.104,0.122,42.453,,Upper Middle Income
Middle-income countries,,2023,14233.418,,3.985,14.069,14.225,37.354,2.696,13727.148,13296.125,12433.963,3.688,7.049,14.472,345.882,3.302,120.57,694.318,0.829,-12.334,False,False,growth,False,0,26897.137,,-47.082,,2.098,1.887,42.718,,Upper Middle Income
Moldova,MDA,1990,15902.895,Europe,,,,,,15902.895,15902.895,15902.895,0.0,0.0,0.0,,,,,,,False,False,stable,False,0,16421.927,30638.111,-3.161,-48.094,,,65.829,17.949,Upper Middle Income
Moldova,MDA,1991,13342.06,Europe,-16.103,,,,,14622.478,14622.478,14622.478,-8.757,-8.757,-8.757,,,,1810.784,,,False,False,crisis,True,0,16105.559,29998.393,-17.159,-55.524,-1.126,-14.977,63.5,15.385,Upper Middle Income
Moldova,MDA,1992,9461.428,Europe,-29.086,,,,,12902.128,12902.128,12902.128,-26.668,-26.668,-26.668,-1500.384,9.18,40.631,3243.19,-2.461,,True,False,recession,False,0,16042.165,29259.132,-41.022,-67.663,-0.726,-28.36,52.0,7.692,Lower Middle Income
Moldova,MDA,1993,9363.593,Europe,-1.034,-41.12,,,,10722.36,12017.494,12017.494,-12.672,-22.084,-22.084,-1302.492,14.039,91.116,3184.728,-1.097,,False,False,stable,False,1,16063.7,28944.534,-41.71,-67.65,-0.146,-0.888,51.0,7.692,Lower Middle Income
Moldova,MDA,1994,6490.353,Europe,-30.685,-51.354,,,,8438.458,10912.066,10912.066,-23.086,-40.521,-40.521,-995.031,13.775,71.643,3703.61,-1.396,-59.188,False,False,crisis,True,2,16231.993,29416.269,-60.015,-77.936,0.284,-30.97,42.786,7.692,Lower Middle Income
Moldova,MDA,1995,6428.84,Europe,-0.948,-32.052,-59.574,,-16.568,7427.595,9017.255,10164.862,-13.447,-28.705,-36.754,-1500.12,14.461,92.873,2833.121,-1.077,-51.815,False,False,stable,False,3,16509.588,29657.936,-61.06,-78.323,2.393,-3.341,42.079,7.5,Lower Middle Income
Moldova,MDA,1996,6063.141,Europe,-5.688,-35.248,-54.556,,-14.593,6327.445,7561.471,9578.901,-4.177,-19.815,-36.703,-1675.297,15.102,111.961,1697.986,-0.893,-35.917,False,False,crisis,True,4,16825.344,30385.741,-63.964,-80.046,2.884,-8.572,41.089,7.5,Lower Middle Income
Moldova,MDA,1997,6185.839,Europe,2.024,-4.692,-34.62,,-8.148,6225.94,6906.353,9154.769,-0.644,-10.433,-32.43,-1055.451,13.379,184.124,1384.671,-0.543,-35.248,False,True,recovery,False,5,17646.345,31990.146,-64.945,-80.663,3.924,-1.901,40.196,7.143,Lower Middle Income
Moldova,MDA,1998,5783.486,Europe,-6.504,-10.038,-38.234,,-9.187,6010.822,6190.332,8780.182,-3.782,-6.572,-34.13,-685.57,12.959,155.006,286.627,-0.645,-10.891,False,False,crisis,True,6,17930.839,33152.456,-67.746,-82.555,2.035,-8.54,37.745,4.762,Lower Middle Income
Moldova,MDA,1999,5597.465,Europe,-3.216,-7.68,-13.757,,-2.917,5855.597,6011.754,8461.91,-4.408,-6.891,-33.851,-447.299,3.497,121.988,328.119,-0.82,-12.932,True,False,recession,False,0,18258.355,34221.811,-69.343,-83.644,1.717,-4.934,36.275,2.381,Lower Middle Income
Moldova,MDA,2000,5727.079,Europe,2.316,-7.416,-10.916,-63.987,-2.285,5702.677,5871.402,7444.328,0.428,-2.458,-23.068,-159.465,4.182,188.893,244.558,-0.529,-9.512,False,True,recovery,False,1,18926.987,35714.493,-69.741,-83.964,3.219,-0.904,35.922,2.381,Lower Middle Income
Moldova,MDA,2001,6090.035,Europe,6.338,5.3,0.444,-54.355,0.089,5804.86,5876.781,6719.126,4.913,3.629,-9.363,-67.487,5.052,2642.38,250.063,0.038,-9.512,False,False,growth,False,2,19190.346,36672.51,-68.265,-83.393,1.772,4.566,37.864,2.381,Lower Middle Income
Moldova,MDA,2002,6580.278,Europe,8.05,17.558,6.376,-30.452,1.244,6132.464,5955.669,6431.011,7.302,10.488,2.321,42.133,6.189,443.22,393.192,0.226,-14.936,False,False,growth,False,3,19601.423,37384.75,-66.43,-82.398,1.932,6.118,38.647,2.381,Lower Middle Income
Moldova,MDA,2003,7034.358,Europe,6.901,22.826,21.628,-24.875,3.994,6568.224,6205.843,6198.087,7.097,13.351,13.492,164.531,4.614,113.164,599.873,0.883,-20.427,False,False,growth,False,4,20061.665,38182.611,-64.936,-81.577,2.558,4.342,39.13,2.381,Lower Middle Income
Moldova,MDA,2004,7573.618,Europe,7.666,24.361,35.304,16.69,6.234,7062.751,6601.074,6306.414,7.233,14.733,20.094,322.702,2.3,36.773,734.683,2.718,-24.381,False,False,growth,False,5,20914.556,39482.814,-63.788,-80.818,4.326,3.34,39.13,2.381,Lower Middle Income
Moldova,MDA,2005,8161.474,Europe,7.762,24.029,42.507,26.951,7.341,7589.816,7087.952,6479.677,7.532,15.146,25.955,441.055,0.705,9.596,813.136,10.406,-25.381,False,False,growth,False,6,21513.315,40628.311,-62.063,-79.912,3.588,4.174,39.614,2.381,Lower Middle Income
Moldova,MDA,2006,8577.028,Europe,5.092,21.931,40.837,41.462,7.089,8104.04,7585.351,6731.066,5.836,13.074,27.425,492.139,1.197,16.877,810.747,5.92,-23.28,False,False,growth,False,7,22702.237,42282.716,-62.219,-79.715,4.234,0.857,39.423,2.381,Lower Middle Income
Moldova,MDA,2007,8854.834,Europe,3.239,16.917,34.566,43.147,6.118,8531.112,8040.262,6997.965,3.795,10.131,26.534,476.155,1.94,31.636,740.935,3.159,-20.559,False,False,growth,False,8,23408.29,44019.887,-62.172,-79.884,3.908,-0.669,39.423,2.381,Lower Middle Income
Moldova,MDA,2008,9563.698,Europe,8.005,17.181,35.957,65.362,6.336,8998.52,8546.13,7375.987,6.281,11.907,29.66,480.39,2.105,33.138,745.895,3.016,-20.809,False,False,growth,False,9,23609.286,44162.16,-59.492,-78.344,2.303,5.702,40.0,2.381,Lower Middle Income
Moldova,MDA,2009,9001.234,Europe,-5.881,4.946,18.85,60.809,3.514,9139.922,8831.654,7716.364,-1.517,1.92,16.651,395.696,5.678,155.852,519.413,0.642,-14.662,False,False,crisis,True,10,22804.125,41634.183,-60.528,-78.38,-1.433,-4.448,36.967,2.381,Lower Middle Income
Moldova,MDA,2010,9649.951,Europe,7.207,8.979,18.238,68.497,3.407,9404.961,9129.349,8108.651,2.605,5.703,19.008,291.609,5.582,158.031,462.741,0.633,-11.118,False,True,recovery,False,11,23393.014,42172.183,-58.749,-77.118,3.046,4.161,37.915,2.381,Lower Middle Income
Moldova,MDA,2011,10217.309,Europe,5.879,6.834,19.124,67.771,3.562,9622.831,9457.405,8521.378,6.178,8.035,19.902,312.876,5.648,153.065,547.04,0.653,-13.335,False,False,growth,False,12,23939.923,42664.006,-57.321,-76.052,2.571,3.309,38.679,2.381,Upper Middle Income
Moldova,MDA,2012,10158.386,Europe,-0.577,12.855,14.721,54.376,2.785,10008.549,9718.116,8879.189,1.497,4.53,14.407,294.383,5.973,204.067,496.347,0.49,-11.902,False,False,stable,False,13,24092.886,42367.772,-57.837,-76.023,2.044,-2.62,38.208,2.381,Upper Middle Income
Moldova,MDA,2013,11080.063,Europe,9.073,14.82,15.855,57.513,2.987,10485.253,10021.389,9283.759,5.673,10.564,19.349,281.992,6.214,197.871,767.565,0.505,-18.762,False,True,recovery,False,14,24184.98,42570.023,-54.186,-73.972,1.543,7.53,39.437,2.381,Upper Middle Income
Moldova,MDA,2014,11641.121,Europe,5.064,13.935,29.328,53.706,5.278,10959.857,10549.366,9690.51,6.216,10.349,20.129,415.625,3.633,68.171,797.754,1.466,-17.105,False,False,growth,False,15,24398.764,43277.861,-52.288,-73.101,1.854,3.21,39.437,2.381,Upper Middle Income
Moldova,MDA,2015,11691.08,Europe,0.429,15.088,21.152,43.247,3.912,11470.755,10957.592,10043.47,1.921,6.694,16.405,468.102,4.003,100.735,742.793,0.992,-13.11,False,False,stable,False,16,24529.067,44416.114,-52.338,-73.678,1.521,-1.092,38.967,2.381,Upper Middle Income
Moldova,MDA,2016,12377.366,Europe,5.87,11.708,21.141,44.308,3.91,11903.189,11389.603,10423.504,3.984,8.672,18.745,420.119,4.002,100.754,827.879,0.992,-17.928,False,False,growth,False,17,24834.897,45347.706,-50.161,-72.706,1.784,4.086,40.376,2.381,Upper Middle Income
Moldova,MDA,2017,13118.822,Europe,5.99,12.694,29.143,48.154,5.248,12395.756,11981.69,10849.903,5.833,9.491,20.912,512.049,3.115,58.941,784.698,1.696,-15.541,False,False,growth,False,18,25301.11,46570.85,-48.149,-71.83,2.099,3.892,41.315,2.381,Upper Middle Income
Moldova,MDA,2018,13895.504,Europe,5.92,18.856,25.41,45.294,4.632,13130.564,12544.779,11283.084,5.826,10.767,23.153,577.588,2.392,51.387,965.325,1.945,-16.224,False,False,growth,False,19,25773.885,47686.546,-46.087,-70.861,1.983,3.937,41.784,2.381,Upper Middle Income
Moldova,MDA,2019,14621.24,Europe,5.223,18.129,25.6,62.436,4.664,13878.522,13140.802,11845.084,5.352,11.266,23.437,579.556,2.4,51.206,1166.864,1.952,-20.04,False,False,growth,False,20,26131.821,48660.618,-44.048,-69.953,1.808,3.415,43.662,2.381,Upper Middle Income
Moldova,MDA,2020,13559.26,Europe,-7.263,3.357,15.98,40.511,3.009,14025.335,13514.438,12236.015,-3.323,0.332,10.814,484.83,5.828,185.136,839.892,0.54,-15.347,False,False,crisis,True,21,24296.883,46497.155,-44.193,-70.839,-5.789,-1.474,43.662,2.381,Upper Middle Income
Moldova,MDA,2021,15682.07,Europe,15.656,12.857,26.7,53.485,4.847,14620.857,14175.379,12782.491,7.258,10.629,22.684,517.288,8.151,159.66,1005.38,0.626,-16.345,False,True,recovery,False,22,25822.605,49900.808,-39.27,-68.574,4.844,10.812,48.357,2.381,Upper Middle Income
Moldova,MDA,2022,15291.129,Europe,-2.493,4.582,16.559,50.527,3.112,14844.153,14609.841,13295.766,3.011,4.663,15.008,547.701,8.779,257.569,898.326,0.388,-13.537,False,False,stable,False,23,26398.355,51421.287,-42.075,-70.263,3.104,-5.597,45.755,4.762,Upper Middle Income
Moldova,MDA,2023,15855.273,Europe,3.689,16.933,14.104,43.097,2.674,15609.491,15001.794,13773.286,1.575,5.689,15.116,413.208,8.676,292.872,935.5,0.341,-14.481,False,True,recovery,False,24,26897.137,51010.852,-41.052,-68.918,2.098,1.591,46.117,2.439,Upper Middle Income
Mongolia,MNG,1990,6637.819,Asia,,,,,,6637.819,6637.819,6637.819,0.0,0.0,0.0,,,,,,,False,False,stable,False,0,16421.927,18705.978,-59.58,-64.515,,,42.211,47.619,Lower Middle Income
Mongolia,MNG,1991,5874.255,Asia,-11.503,,,,,6256.037,6256.037,6256.037,-6.103,-6.103,-6.103,,,,539.921,,,False,False,crisis,True,0,16105.559,18319.506,-63.527,-67.934,-1.126,-10.377,40.0,45.238,Lower Middle Income
Mongolia,MNG,1992,5324.488,Asia,-9.359,,,,,5945.521,5945.521,5945.521,-10.445,-10.445,-10.445,-346.149,1.516,14.536,659.56,-6.875,,True,False,recession,False,0,16042.165,18568.832,-66.809,-71.326,-0.726,-8.633,38.0,42.857,Lower Middle Income
Mongolia,MNG,1993,5162.1,Asia,-3.05,-22.232,,,,5453.614,5749.666,5749.666,-5.345,-10.219,-10.219,-253.186,4.394,55.132,665.92,-1.813,,True,False,recession,False,0,16063.7,18817.973,-67.865,-72.568,-0.146,-2.904,38.0,42.857,Lower Middle Income
Mongolia,MNG,1994,5213.846,Asia,1.002,-11.242,,,,5233.478,5642.502,5642.502,-0.375,-7.597,-7.597,-151.51,5.745,100.304,624.506,-0.997,-22.232,False,False,stable,False,1,16231.993,18592.98,-67.879,-71.958,0.284,0.718,39.303,46.512,Lower Middle Income
Mongolia,MNG,1995,5457.685,Asia,4.677,2.502,-17.779,,-3.84,5277.877,5406.475,5611.699,3.407,0.947,-2.745,-171.595,6.812,186.802,285.039,-0.535,-12.123,False,False,growth,False,2,16509.588,18901.204,-66.942,-71.125,2.393,2.283,38.614,46.512,Lower Middle Income
Mongolia,MNG,1996,5494.321,Asia,0.671,6.436,-6.468,,-1.328,5388.617,5330.488,5594.931,1.962,3.074,-1.798,-156.007,5.312,438.423,145.788,-0.228,-6.047,False,False,stable,False,3,16825.344,19149.791,-67.345,-71.309,2.884,-2.212,37.129,46.512,Lower Middle Income
Mongolia,MNG,1997,5628.106,Asia,2.435,7.945,5.702,,1.115,5526.704,5391.212,5599.078,1.835,4.394,0.518,-7.632,2.827,246.486,196.926,0.406,-8.28,False,False,stable,False,4,17646.345,19913.114,-68.106,-71.737,3.924,-1.489,37.255,46.512,Lower Middle Income
Mongolia,MNG,1998,5735.844,Asia,1.914,5.097,11.115,,2.13,5619.424,5505.96,5614.274,2.072,4.175,2.165,87.736,1.583,73.977,197.207,1.351,-9.101,False,False,stable,False,5,17930.839,19603.293,-68.011,-70.74,2.035,-0.121,37.255,46.512,Lower Middle Income
Mongolia,MNG,1999,5829.166,Asia,1.627,6.094,11.802,,2.256,5731.039,5629.025,5635.763,1.712,3.556,3.432,118.906,1.493,65.918,157.298,1.516,-6.373,False,False,stable,False,6,18258.355,19673.618,-68.074,-70.371,1.717,-0.09,37.255,46.512,Lower Middle Income
Mongolia,MNG,2000,5818.243,Asia,-0.187,3.378,6.606,-12.347,1.288,5794.418,5701.136,5553.806,0.411,2.054,4.761,97.588,1.046,80.988,140.904,1.234,-5.744,False,False,stable,False,7,18926.987,19917.693,-69.26,-70.789,3.219,-3.407,37.379,47.727,Lower Middle Income
Mongolia,MNG,2001,5917.071,Asia,1.699,3.16,7.694,0.729,1.494,5854.827,5785.686,5558.087,1.063,2.271,6.459,78.331,0.994,66.348,109.005,1.506,-4.884,False,False,stable,False,8,19190.346,19716.789,-69.166,-69.99,1.772,-0.073,35.922,43.182,Lower Middle Income
Mongolia,MNG,2002,6117.982,Asia,3.395,4.955,8.704,14.903,1.683,5951.099,5883.661,5637.437,2.804,3.983,8.524,91.263,1.274,75.375,145.878,1.326,-6.246,False,False,growth,False,9,19601.423,19849.783,-68.788,-69.179,1.932,1.464,35.749,43.182,Lower Middle Income
Mongolia,MNG,2003,6463.79,Asia,5.652,11.095,12.691,25.216,2.418,6166.281,6029.25,5767.606,4.825,7.207,12.071,121.782,2.199,90.234,271.035,1.108,-9.987,False,False,growth,False,10,20061.665,20422.14,-67.78,-68.349,2.558,3.094,35.749,40.909,Lower Middle Income
Mongolia,MNG,2004,7070.667,Asia,9.389,19.496,21.298,35.613,3.937,6550.813,6277.551,5953.288,7.936,12.634,18.769,196.945,3.707,92.916,507.467,1.076,-17.713,False,False,growth,False,11,20914.556,21520.478,-66.193,-67.144,4.326,5.063,37.198,45.455,Lower Middle Income
Mongolia,MNG,2005,7499.848,Asia,6.07,22.587,28.902,37.418,5.209,7011.435,6613.872,6157.504,6.966,13.396,21.8,292.311,2.916,55.641,660.98,1.797,-21.104,False,False,growth,False,12,21513.315,22033.217,-65.139,-65.961,3.588,2.482,37.681,45.455,Lower Middle Income
Mongolia,MNG,2006,8043.997,Asia,7.255,24.447,35.946,46.406,6.334,7538.171,7039.257,6412.471,6.71,14.273,25.443,380.853,2.199,34.623,775.007,2.887,-23.943,False,False,growth,False,13,22702.237,22934.075,-64.567,-64.926,4.234,3.021,37.5,45.455,Lower Middle Income
Mongolia,MNG,2007,8750.134,Asia,8.778,23.753,43.023,55.472,7.419,8097.993,7565.687,6724.674,8.053,15.656,30.12,475.908,1.635,22.012,879.666,4.54,-26.129,False,False,growth,False,14,23408.29,23139.585,-62.62,-62.185,3.908,4.87,38.462,45.455,Lower Middle Income
Mongolia,MNG,2008,9379.854,Asia,7.197,25.067,45.114,63.531,7.731,8724.662,8148.9,7089.075,7.51,15.106,32.314,554.822,1.334,17.238,931.61,5.797,-24.619,False,False,growth,False,15,23609.286,23121.283,-60.27,-59.432,2.303,4.893,39.048,47.727,Lower Middle Income
Mongolia,MNG,2009,9095.977,Asia,-3.026,13.078,28.644,56.042,5.167,9075.322,8553.962,7415.756,0.228,6.336,22.657,494.137,4.728,89.984,772.267,1.111,-20.043,False,False,stable,False,16,22804.125,22475.595,-60.113,-59.53,-1.433,-1.593,37.915,40.909,Lower Middle Income
Mongolia,MNG,2010,9507.119,Asia,4.52,8.651,26.764,63.402,4.857,9327.65,8955.416,7784.644,1.924,6.161,22.127,403.258,4.712,95.3,586.751,1.049,-15.39,False,True,recovery,False,17,23393.014,23631.172,-59.359,-59.769,3.046,1.474,36.967,38.636,Lower Middle Income
Mongolia,MNG,2011,10960.096,Asia,15.283,16.847,36.252,85.228,6.382,9854.397,9538.636,8288.946,11.22,14.902,32.225,492.337,6.661,101.69,846.232,0.983,-20.164,False,False,growth,False,18,23939.923,24661.921,-54.218,-55.559,2.571,12.713,41.509,45.455,Upper Middle Income
Mongolia,MNG,2012,12078.919,Asia,10.208,32.794,38.043,97.433,6.66,10848.711,10204.393,8885.04,11.34,18.37,35.947,624.488,6.81,99.61,1272.751,1.004,-24.695,False,False,growth,False,19,24092.886,24886.489,-49.865,-51.464,2.044,8.165,43.396,52.273,Upper Middle Income
Mongolia,MNG,2013,13210.095,Asia,9.365,38.95,40.835,104.371,7.088,12083.037,10970.441,9559.671,9.328,20.415,38.186,715.903,6.907,95.004,1724.805,1.052,-31.144,False,False,growth,False,20,24184.98,24958.987,-45.379,-47.073,1.543,7.821,45.07,52.273,Upper Middle Income
Mongolia,MNG,2014,13943.428,Asia,5.551,27.22,53.292,97.201,8.919,13077.481,11939.931,10246.947,6.622,16.78,36.074,867.769,4.273,47.554,1769.554,2.102,-31.816,False,False,growth,False,21,24398.764,24949.878,-42.852,-44.114,1.854,3.697,46.948,54.545,Upper Middle Income
Mongolia,MNG,2015,13974.597,Asia,0.224,15.694,46.991,86.332,8.009,13709.373,12833.427,10894.422,1.935,8.892,28.273,931.493,5.616,69.114,1299.51,1.447,-21.571,False,False,stable,False,22,24529.067,25020.621,-43.028,-44.148,1.521,-1.298,46.479,54.545,Upper Middle Income
Mongolia,MNG,2016,13898.146,Asia,-0.547,5.209,26.807,72.777,4.865,13938.724,13421.037,11479.836,-0.291,3.555,21.066,740.553,5.001,100.832,814.36,0.992,-13.565,False,False,stable,False,23,24834.897,25221.41,-44.038,-44.895,1.784,-2.331,45.54,50.0,Upper Middle Income
Mongolia,MNG,2017,14401.537,Asia,3.622,3.285,19.229,64.586,3.58,14091.426,13885.56,12044.977,2.201,3.716,19.565,526.067,4.051,111.192,428.346,0.899,-8.273,False,True,recovery,False,24,25301.11,25435.754,-43.079,-43.381,2.099,1.523,44.601,47.727,Upper Middle Income
Mongolia,MNG,2018,15230.241,Asia,5.754,8.985,15.292,62.372,2.887,14509.975,14289.59,12630.015,4.964,6.583,20.588,434.276,2.947,100.9,563.39,0.991,-8.746,False,False,growth,False,25,25773.885,25917.057,-40.908,-41.235,1.983,3.771,46.479,54.545,Upper Middle Income
Mongolia,MNG,2019,15790.696,Asia,3.68,13.617,13.248,73.601,2.519,15140.825,14659.043,13299.487,4.292,7.72,18.732,386.741,2.631,103.334,824.719,0.967,-11.985,False,False,growth,False,26,26131.821,26273.375,-39.573,-39.898,1.808,1.872,48.357,54.545,Upper Middle Income
Mongolia,MNG,2020,14801.342,Asia,-6.265,2.776,5.916,55.687,1.156,15274.093,14824.392,13828.91,-3.095,-0.155,7.032,267.401,4.784,383.074,730.706,0.261,-11.985,False,False,crisis,True,27,24296.883,24938.803,-39.081,-40.649,-5.789,-0.477,47.418,54.545,Upper Middle Income
Mongolia,MNG,2021,14792.251,Asia,-0.061,-2.876,6.433,34.965,1.255,15128.096,15003.213,14212.125,-2.22,-1.406,4.082,172.085,4.743,352.394,528.9,0.284,-8.797,False,False,stable,False,28,25822.605,26370.153,-42.716,-43.905,4.844,-4.905,44.601,50.0,Upper Middle Income
Mongolia,MNG,2022,15310.435,Asia,3.503,-3.041,6.311,26.753,1.232,14968.009,15184.993,14535.277,2.288,0.826,5.333,180.3,4.729,357.676,414.154,0.28,-6.323,False,True,recovery,False,29,26398.355,26987.188,-42.002,-43.268,3.104,0.399,46.226,50.0,Upper Middle Income
